fullname,raceChar,pleaSuccess,n,prop
Moonan John R.,Non-white,1,10,0.8333333333333334
Moonan John R.,White,0,2,0.058823529411764705
Moonan John R.,White,1,32,0.9411764705882353
Moore James A.,Non-white,0,12,0.23076923076923078
Moore James A.,Non-white,1,40,0.7692307692307693
Moore James A.,White,0,4,0.11764705882352941
Moore James A.,White,1,30,0.8823529411764706
"Moore, III Gordon L.",Non-white,0,48,0.2096069868995633
"Moore, III Gordon L.",Non-white,1,181,0.7903930131004366
"Moore, III Gordon L.",White,0,31,0.15897435897435896
"Moore, III Gordon L.",White,1,164,0.841025641025641
Moreno Daniel C.,Non-white,0,193,0.43863636363636366
Moreno Daniel C.,Non-white,1,247,0.5613636363636364
Moreno Daniel C.,White,0,52,0.3132530120481928
Moreno Daniel C.,White,1,114,0.6867469879518072
Mork James,Non-white,0,1,0.3333333333333333
Mork James,Non-white,1,2,0.6666666666666666
Mork James,White,1,1,1
Morrow James A.,Non-white,0,17,0.22077922077922077
Morrow James A.,Non-white,1,60,0.7792207792207793
Morrow James A.,White,0,56,0.15053763440860216
Morrow James A.,White,1,316,0.8494623655913979
Morse Ancy,Non-white,1,2,1
Morse Ancy L.,Non-white,1,1,1
Morse Ancy L.,White,0,2,0.3333333333333333
Morse Ancy L.,White,1,4,0.6666666666666666
Mossey Dale,White,1,1,1
Mossey Dale E.,Non-white,0,17,0.3148148148148148
Mossey Dale E.,Non-white,1,37,0.6851851851851852
Mossey Dale E.,White,0,71,0.20461095100864554
Mossey Dale E.,White,1,276,0.7953890489913544
Mott J. Thomas,Non-white,0,147,0.3174946004319654
Mott J. Thomas,Non-white,1,316,0.6825053995680346
Mott J. Thomas,White,0,75,0.2459016393442623
Mott J. Thomas,White,1,230,0.7540983606557377
Mottl Kathleen A.,Non-white,0,44,0.3464566929133858
Mottl Kathleen A.,Non-white,1,83,0.6535433070866141
Mottl Kathleen A.,White,0,116,0.19237147595356552
Mottl Kathleen A.,White,1,487,0.8076285240464345
Moynihan Shawn M.,Non-white,0,81,0.2691029900332226
Moynihan Shawn M.,Non-white,1,220,0.7308970099667774
Moynihan Shawn M.,White,0,106,0.23399558498896247
Moynihan Shawn M.,White,1,347,0.7660044150110376
Muehlberg Stephen,Non-white,0,1,1
Muehlberg Stephen,White,1,1,1
Muehlberg Stephen L.,Non-white,0,21,0.31343283582089554
Muehlberg Stephen L.,Non-white,1,46,0.6865671641791045
Muehlberg Stephen L.,White,0,42,0.25149700598802394
Muehlberg Stephen L.,White,1,125,0.7485029940119761
Mulrooney Timothy T.,Non-white,0,63,0.2876712328767123
Mulrooney Timothy T.,Non-white,1,156,0.7123287671232876
Mulrooney Timothy T.,White,0,28,0.2692307692307692
Mulrooney Timothy T.,White,1,76,0.7307692307692307
Munger Mark A.,Non-white,0,114,0.2857142857142857
Munger Mark A.,Non-white,1,285,0.7142857142857143
Munger Mark A.,White,0,114,0.1912751677852349
Munger Mark A.,White,1,482,0.8087248322147651
Murphy Dennis J.,Non-white,0,43,0.2986111111111111
Murphy Dennis J.,Non-white,1,101,0.7013888888888888
Murphy Dennis J.,White,0,76,0.2743682310469314
Murphy Dennis J.,White,1,201,0.7256317689530686
Murphy Thomas M.,Non-white,0,14,0.25
Murphy Thomas M.,Non-white,1,42,0.75
Murphy Thomas M.,White,0,26,0.17105263157894737
Murphy Thomas M.,White,1,126,0.8289473684210527
NA NA,Non-white,1,5,1
NA NA,White,0,9,0.391304347826087
NA NA,White,1,14,0.6086956521739131
Nathanson Rosanne,Non-white,0,318,0.32382892057026474
Nathanson Rosanne,Non-white,1,664,0.6761710794297352
Nathanson Rosanne,White,0,125,0.249500998003992
Nathanson Rosanne,White,1,376,0.7504990019960079
Neisen Christopher A.,Non-white,0,2,0.4
Neisen Christopher A.,Non-white,1,3,0.6
Neisen Christopher A.,White,0,7,0.1320754716981132
Neisen Christopher A.,White,1,46,0.8679245283018868
Nelson Laura E.,Non-white,0,7,0.175
Nelson Laura E.,Non-white,1,33,0.825
Nelson Laura E.,White,0,3,0.23076923076923078
Nelson Laura E.,White,1,10,0.7692307692307693
Nelson Paul A.,Non-white,0,43,0.3944954128440367
Nelson Paul A.,Non-white,1,66,0.6055045871559633
Nelson Paul A.,White,0,90,0.3125
Nelson Paul A.,White,1,198,0.6875
Neo Theresa M.,Non-white,0,38,0.2835820895522388
Neo Theresa M.,Non-white,1,96,0.7164179104477612
Neo Theresa M.,White,0,36,0.23841059602649006
Neo Theresa M.,White,1,115,0.7615894039735099
Neuville Thomas M.,Non-white,0,39,0.32231404958677684
Neuville Thomas M.,Non-white,1,82,0.6776859504132231
Neuville Thomas M.,White,0,77,0.212707182320442
Neuville Thomas M.,White,1,285,0.787292817679558
Neville Cara Lee,Non-white,0,36,0.47368421052631576
Neville Cara Lee,Non-white,1,40,0.5263157894736842
Neville Cara Lee,White,0,11,0.275
Neville Cara Lee,White,1,29,0.725
Nord Beryl A.,Non-white,0,378,0.2437137330754352
Nord Beryl A.,Non-white,1,1173,0.7562862669245648
Nord Beryl A.,White,0,149,0.17265353418308227
Nord Beryl A.,White,1,714,0.8273464658169177
Nordby Jack S.,Non-white,0,48,0.384
Nordby Jack S.,Non-white,1,77,0.616
Nordby Jack S.,White,0,9,0.20454545454545456
Nordby Jack S.,White,1,35,0.7954545454545454
Norris Lyonel,Non-white,0,106,0.3732394366197183
Norris Lyonel,Non-white,1,178,0.6267605633802817
Norris Lyonel,White,0,22,0.1864406779661017
Norris Lyonel,White,1,96,0.8135593220338984
O'Brien Tanya,White,1,2,1
O'Brien Tanya O.,Non-white,0,18,0.24
O'Brien Tanya O.,Non-white,1,57,0.76
O'Brien Tanya O.,White,0,19,0.19387755102040816
O'Brien Tanya O.,White,1,79,0.8061224489795918
O'Fallon Daniel A.,Non-white,0,42,0.25766871165644173
O'Fallon Daniel A.,Non-white,1,121,0.7423312883435583
O'Fallon Daniel A.,White,0,97,0.25935828877005346
O'Fallon Daniel A.,White,1,277,0.7406417112299465
Offermann Ann M.,Non-white,0,33,0.28205128205128205
Offermann Ann M.,Non-white,1,84,0.717948717948718
Offermann Ann M.,White,0,40,0.1941747572815534
Offermann Ann M.,White,1,166,0.8058252427184466
Oleisky Allen,Non-white,0,188,0.24352331606217617
Oleisky Allen,Non-white,1,584,0.7564766839378239
Oleisky Allen,White,0,46,0.16140350877192983
Oleisky Allen,White,1,239,0.8385964912280702
Olmstead Kelly,Non-white,0,11,0.3235294117647059
Olmstead Kelly,Non-white,1,23,0.6764705882352942
Olmstead Kelly,White,0,2,0.2
Olmstead Kelly,White,1,8,0.8
Olson Lynn C.,Non-white,0,19,0.12582781456953643
Olson Lynn C.,Non-white,1,132,0.8741721854304636
Olson Lynn C.,White,0,40,0.12232415902140673
Olson Lynn C.,White,1,287,0.8776758409785933
Opat Matthew J.,Non-white,0,13,0.2765957446808511
Opat Matthew J.,Non-white,1,34,0.723404255319149
Opat Matthew J.,White,0,45,0.22058823529411764
Opat Matthew J.,White,1,159,0.7794117647058824
Ostby Elena L.,Non-white,0,153,0.31160896130346233
Ostby Elena L.,Non-white,1,338,0.6883910386965377
Ostby Elena L.,White,0,74,0.24104234527687296
Ostby Elena L.,White,1,233,0.758957654723127
Oswald John T.,Non-white,0,31,0.22962962962962963
Oswald John T.,Non-white,1,104,0.7703703703703704
Oswald John T.,White,0,30,0.13392857142857142
Oswald John T.,White,1,194,0.8660714285714286
Pagliaccetti Gary J.,Non-white,0,66,0.19411764705882353
Pagliaccetti Gary J.,Non-white,1,274,0.8058823529411765
Pagliaccetti Gary J.,White,0,266,0.17804551539491298
Pagliaccetti Gary J.,White,1,1228,0.821954484605087
Pawlenty Mary E.,Non-white,0,16,0.16842105263157894
Pawlenty Mary E.,Non-white,1,79,0.8315789473684211
Pawlenty Mary E.,White,0,28,0.16184971098265896
Pawlenty Mary E.,White,1,145,0.838150289017341
Pearson Andrew B.,Non-white,0,88,0.41509433962264153
Pearson Andrew B.,Non-white,1,124,0.5849056603773585
Pearson Andrew B.,White,0,119,0.3269230769230769
Pearson Andrew B.,White,1,245,0.6730769230769231
Pearson John E.,Non-white,0,66,0.3316582914572864
Pearson John E.,Non-white,1,133,0.6683417085427136
Pearson John E.,White,0,96,0.2882882882882883
Pearson John E.,White,1,237,0.7117117117117117
Pearson Skipper J.,Non-white,0,35,0.3431372549019608
Pearson Skipper J.,Non-white,1,67,0.6568627450980392
Pearson Skipper J.,White,0,57,0.23553719008264462
Pearson Skipper J.,White,1,185,0.7644628099173554
Pendleton Alan,Non-white,0,43,0.31386861313868614
Pendleton Alan,Non-white,1,94,0.6861313868613139
Pendleton Alan,White,0,140,0.23064250411861614
Pendleton Alan,White,1,467,0.7693574958813838
Peralta Nelson L.,Non-white,0,1,1
Perkins Richard,Non-white,0,1,1
Perkins Richard C.,Non-white,0,50,0.4098360655737705
Perkins Richard C.,Non-white,1,72,0.5901639344262295
Perkins Richard C.,White,0,143,0.2787524366471735
Perkins Richard C.,White,1,370,0.7212475633528265
Perkkio Arlene,Non-white,0,47,0.16607773851590105
Perkkio Arlene,Non-white,1,236,0.833922261484099
Perkkio Arlene,White,0,73,0.16937354988399073
Perkkio Arlene,White,1,358,0.8306264501160093
Person Carol M.,Non-white,0,9,0.16666666666666666
Person Carol M.,Non-white,1,45,0.8333333333333334
Person Carol M.,White,0,16,0.17204301075268819
Person Carol M.,White,1,77,0.8279569892473119
Perzel Tracy,Non-white,0,7,0.25
Perzel Tracy,Non-white,1,21,0.75
Perzel Tracy,White,0,6,0.13333333333333333
Perzel Tracy,White,1,39,0.8666666666666667
Petersen George O.,Non-white,0,28,0.26666666666666666
Petersen George O.,Non-white,1,77,0.7333333333333333
Petersen George O.,White,0,23,0.27710843373493976
Petersen George O.,White,1,60,0.7228915662650602
Peterson Andrew R.,White,0,1,0.5
Peterson Andrew R.,White,1,1,0.5
Peterson Bruce A.,Non-white,0,15,0.1724137931034483
Peterson Bruce A.,Non-white,1,72,0.8275862068965517
Peterson Bruce A.,White,0,8,0.09523809523809523
Peterson Bruce A.,White,1,76,0.9047619047619048
Peterson David,White,0,1,1
Peterson David W.,Non-white,0,96,0.3076923076923077
Peterson David W.,Non-white,1,216,0.6923076923076923
Peterson David W.,White,0,76,0.17391304347826086
Peterson David W.,White,1,361,0.8260869565217391
Philaja Steven A,White,1,1,1
Pierce Delila,Non-white,0,22,0.5365853658536586
Pierce Delila,Non-white,1,19,0.4634146341463415
Pierce Delila,White,0,2,0.2222222222222222
Pierce Delila,White,1,7,0.7777777777777778
Pierce Delila F.,Non-white,0,4,0.4444444444444444
Pierce Delila F.,Non-white,1,5,0.5555555555555556
Pierce Delila F.,White,0,3,0.5
Pierce Delila F.,White,1,3,0.5
Pietan Laura A.,Non-white,0,3,0.23076923076923078
Pietan Laura A.,Non-white,1,10,0.7692307692307693
Pietan Laura A.,White,0,7,0.2692307692307692
Pietan Laura A.,White,1,19,0.7307692307692307
Pihlaja Steven A.,Non-white,0,135,0.3524804177545692
Pihlaja Steven A.,Non-white,1,248,0.6475195822454308
Pihlaja Steven A.,White,0,37,0.1712962962962963
Pihlaja Steven A.,White,1,179,0.8287037037037037
Piper David L.,Non-white,0,31,0.3069306930693069
Piper David L.,Non-white,1,70,0.693069306930693
Piper David L.,White,0,4,0.11764705882352941
Piper David L.,White,1,30,0.8823529411764706
Poch Thomas,White,1,1,1
Poch Thomas B.,Non-white,0,44,0.2732919254658385
Poch Thomas B.,Non-white,1,117,0.7267080745341615
Poch Thomas B.,White,0,46,0.17037037037037037
Poch Thomas B.,White,1,224,0.8296296296296296
"Porter, Jr. Charles A.",Non-white,0,82,0.29927007299270075
"Porter, Jr. Charles A.",Non-white,1,192,0.7007299270072993
"Porter, Jr. Charles A.",White,0,32,0.17204301075268819
"Porter, Jr. Charles A.",White,1,154,0.8279569892473119
Poston Janet Nordell,Non-white,0,106,0.28191489361702127
Poston Janet Nordell,Non-white,1,270,0.7180851063829787
Poston Janet Nordell,White,0,50,0.21929824561403508
Poston Janet Nordell,White,1,178,0.7807017543859649
Preece James,Non-white,1,1,1
Preece James,White,0,1,0.25
Preece James,White,1,3,0.75
Preece James E.,White,0,1,1
Pugh Thomas W.,Non-white,0,37,0.14741035856573706
Pugh Thomas W.,Non-white,1,214,0.852589641434263
Pugh Thomas W.,White,0,57,0.15159574468085107
Pugh Thomas W.,White,1,319,0.848404255319149
Quaintance Kathryn,Non-white,0,476,0.3783783783783784
Quaintance Kathryn,Non-white,1,782,0.6216216216216216
Quaintance Kathryn,White,0,134,0.23426573426573427
Quaintance Kathryn,White,1,438,0.7657342657342657
Quam Jay M.,Non-white,0,321,0.35508849557522126
Quam Jay M.,Non-white,1,583,0.6449115044247787
Quam Jay M.,White,0,93,0.25
Quam Jay M.,White,1,279,0.75
Quinn Matthew M.,Non-white,0,24,0.34782608695652173
Quinn Matthew M.,Non-white,1,45,0.6521739130434783
Quinn Matthew M.,White,0,17,0.24285714285714285
Quinn Matthew M.,White,1,53,0.7571428571428571
Quinn R. Joseph,Non-white,0,10,0.3225806451612903
Quinn R. Joseph,Non-white,1,21,0.6774193548387096
Quinn R. Joseph,White,0,20,0.22988505747126436
Quinn R. Joseph,White,1,67,0.7701149425287356
Rancourt Robert G.,Non-white,0,40,0.37735849056603776
Rancourt Robert G.,Non-white,1,66,0.6226415094339622
Rancourt Robert G.,White,0,154,0.21598877980364656
Rancourt Robert G.,White,1,559,0.7840112201963534
Rantala Jeffry S.,Non-white,0,9,0.25
Rantala Jeffry S.,Non-white,1,27,0.75
Rantala Jeffry S.,White,0,76,0.2235294117647059
Rantala Jeffry S.,White,1,264,0.7764705882352941
Ranum Jane B.,Non-white,0,11,0.2972972972972973
Ranum Jane B.,Non-white,1,26,0.7027027027027027
Ranum Jane B.,White,0,8,0.32
Ranum Jane B.,White,1,17,0.68
Rasmussen Paul E.,Non-white,0,105,0.25301204819277107
Rasmussen Paul E.,Non-white,1,310,0.7469879518072289
Rasmussen Paul E.,White,0,153,0.23007518796992482
Rasmussen Paul E.,White,1,512,0.7699248120300752
Rasmusson Anne Marie,Non-white,0,81,0.26732673267326734
Rasmusson Anne Marie,Non-white,1,222,0.7326732673267327
Rasmusson Anne Marie,White,0,101,0.3166144200626959
Rasmusson Anne Marie,White,1,218,0.6833855799373041
Raupp Robert,Non-white,0,49,0.4224137931034483
Raupp Robert,Non-white,1,67,0.5775862068965517
Raupp Robert,White,0,84,0.2809364548494983
Raupp Robert,White,1,215,0.7190635451505016
Reding Jeannice M.,Non-white,0,194,0.2869822485207101
Reding Jeannice M.,Non-white,1,482,0.7130177514792899
Reding Jeannice M.,White,0,73,0.21159420289855072
Reding Jeannice M.,White,1,272,0.7884057971014493
Regis Jacqueline M.,Non-white,0,1,0.5
Regis Jacqueline M.,Non-white,1,1,0.5
Reilly Denise D.,Non-white,0,69,0.28870292887029286
Reilly Denise D.,Non-white,1,170,0.7112970711297071
Reilly Denise D.,White,0,33,0.23741007194244604
Reilly Denise D.,White,1,106,0.762589928057554
Remick Jeffrey S.,Non-white,0,185,0.34774436090225563
Remick Jeffrey S.,Non-white,1,347,0.6522556390977443
Remick Jeffrey S.,White,0,208,0.33226837060702874
Remick Jeffrey S.,White,1,418,0.6677316293929713
Reuter James,Non-white,0,33,0.23404255319148937
Reuter James,Non-white,1,108,0.7659574468085106
Reuter James,White,0,219,0.2772151898734177
Reuter James,White,1,571,0.7227848101265822
Reuther Bruce N.,Non-white,1,1,1
Reuther Bruce N.,White,1,2,1
Richards Douglas L.,Non-white,0,43,0.26875
Richards Douglas L.,Non-white,1,117,0.73125
Richards Douglas L.,White,0,133,0.23251748251748253
Richards Douglas L.,White,1,439,0.7674825174825175
Ring Gerard,Non-white,0,1,0.2
Ring Gerard,Non-white,1,4,0.8
Ring Gerard,White,0,7,0.35
Ring Gerard,White,1,13,0.65
Ring Gerard W.,Non-white,1,1,1
Ring Gerard W.,White,0,3,0.1875
Ring Gerard W.,White,1,13,0.8125
Rivera Spalla Darlene,Non-white,0,2,0.6666666666666666
Rivera Spalla Darlene,Non-white,1,1,0.3333333333333333
Rivera Spalla Darlene,White,0,3,0.25
Rivera Spalla Darlene,White,1,9,0.75
Robben Patrick D.,Non-white,0,8,0.5333333333333333
Robben Patrick D.,Non-white,1,7,0.4666666666666667
Robben Patrick D.,White,0,4,0.4
Robben Patrick D.,White,1,6,0.6
Robertson Sallly Ireland,White,0,1,1
Robertson Sally Ireland,Non-white,0,41,0.2971014492753623
Robertson Sally Ireland,Non-white,1,97,0.7028985507246377
Robertson Sally Ireland,White,0,197,0.27361111111111114
Robertson Sally Ireland,White,1,523,0.7263888888888889
Robiner Susan M.,Non-white,0,28,0.358974358974359
Robiner Susan M.,Non-white,1,50,0.6410256410256411
Robiner Susan M.,White,0,14,0.4375
Robiner Susan M.,White,1,18,0.5625
Rodenberg John,White,1,1,1
Rodenberg John R.,Non-white,0,33,0.39759036144578314
Rodenberg John R.,Non-white,1,50,0.6024096385542169
Rodenberg John R.,White,0,72,0.19672131147540983
Rodenberg John R.,White,1,294,0.8032786885245902
Roe Katherian D.,Non-white,0,55,0.28205128205128205
Roe Katherian D.,Non-white,1,140,0.717948717948718
Roe Katherian D.,White,0,23,0.17692307692307693
Roe Katherian D.,White,1,107,0.823076923076923
Rohland Patrick,Non-white,0,46,0.22772277227722773
Rohland Patrick,Non-white,1,156,0.7722772277227723
Rohland Patrick,White,0,63,0.17597765363128492
Rohland Patrick,White,1,295,0.8240223463687151
Roith Michael,White,1,1,1
Roith Michael J.,Non-white,0,22,0.23404255319148937
Roith Michael J.,Non-white,1,72,0.7659574468085106
Roith Michael J.,White,0,50,0.16181229773462782
Roith Michael J.,White,1,259,0.8381877022653722
Rosas Salvador M.,Non-white,0,579,0.3151878062057703
Rosas Salvador M.,Non-white,1,1258,0.6848121937942298
Rosas Salvador M.,White,0,236,0.22757955641272903
Rosas Salvador M.,White,1,801,0.772420443587271
Rosenbaum Marilyn B.,Non-white,0,143,0.2865731462925852
Rosenbaum Marilyn B.,Non-white,1,356,0.7134268537074149
Rosenbaum Marilyn B.,White,0,71,0.24149659863945577
Rosenbaum Marilyn B.,White,1,223,0.7585034013605442
Rosenfeldt Jade M.,Non-white,0,3,0.42857142857142855
Rosenfeldt Jade M.,Non-white,1,4,0.5714285714285714
Rosenfeldt Jade M.,White,0,1,0.14285714285714285
Rosenfeldt Jade M.,White,1,6,0.8571428571428571
Roue John M.,Non-white,0,36,0.2517482517482518
Roue John M.,Non-white,1,107,0.7482517482517482
Roue John M.,White,0,66,0.2462686567164179
Roue John M.,White,1,202,0.753731343283582
Ruble Steven,Non-white,0,96,0.3983402489626556
Ruble Steven,Non-white,1,145,0.6016597510373444
Ruble Steven,White,0,100,0.2288329519450801
Ruble Steven,White,1,337,0.7711670480549199
Rysavy Donald E.,Non-white,0,99,0.22916666666666666
Rysavy Donald E.,Non-white,1,333,0.7708333333333334
Rysavy Donald E.,White,0,178,0.2820919175911252
Rysavy Donald E.,White,1,453,0.7179080824088748
Sagstuen Warren R.,Non-white,0,175,0.32169117647058826
Sagstuen Warren R.,Non-white,1,369,0.6783088235294118
Sagstuen Warren R.,White,0,48,0.16783216783216784
Sagstuen Warren R.,White,1,238,0.8321678321678322
Sandvik Kenneth A.,Non-white,0,16,0.26666666666666666
Sandvik Kenneth A.,Non-white,1,44,0.7333333333333333
Sandvik Kenneth A.,White,0,52,0.17869415807560138
Sandvik Kenneth A.,White,1,239,0.8213058419243986
Savre Michael R.,Non-white,0,20,0.1941747572815534
Savre Michael R.,Non-white,1,83,0.8058252427184466
Savre Michael R.,White,0,75,0.17045454545454544
Savre Michael R.,White,1,365,0.8295454545454546
Schellhas Heidi S.,Non-white,0,27,0.54
Schellhas Heidi S.,Non-white,1,23,0.46
Schellhas Heidi S.,White,0,4,0.19047619047619047
Schellhas Heidi S.,White,1,17,0.8095238095238095
Scherer John H.,Non-white,0,83,0.35319148936170214
Scherer John H.,Non-white,1,152,0.6468085106382979
Scherer John H.,White,0,218,0.2934051144010767
Scherer John H.,White,1,525,0.7065948855989233
Scherer Richard,White,1,1,1
Scherer Richard S.,Non-white,0,294,0.34385964912280703
Scherer Richard S.,Non-white,1,561,0.656140350877193
Scherer Richard S.,White,0,89,0.22646310432569974
Scherer Richard S.,White,1,304,0.7735368956743003
Schieferdecker Eric P.,Non-white,0,24,0.3287671232876712
Schieferdecker Eric P.,Non-white,1,49,0.6712328767123288
Schieferdecker Eric P.,White,0,48,0.24870466321243523
Schieferdecker Eric P.,White,1,145,0.7512953367875648
Schluchter Shari,Non-white,0,3,0.6
Schluchter Shari,Non-white,1,2,0.4
Schluchter Shari,White,0,1,0.25
Schluchter Shari,White,1,3,0.75
Schluchter Shari R.,Non-white,0,138,0.23154362416107382
Schluchter Shari R.,Non-white,1,458,0.7684563758389261
Schluchter Shari R.,White,0,88,0.21836228287841192
Schluchter Shari R.,White,1,315,0.7816377171215881
Schoffelman Todd R.,Non-white,0,26,0.325
Schoffelman Todd R.,Non-white,1,54,0.675
Schoffelman Todd R.,White,0,87,0.22715404699738903
Schoffelman Todd R.,White,1,296,0.7728459530026109
Schommer Karen B.,Non-white,0,3,0.42857142857142855
Schommer Karen B.,Non-white,1,4,0.5714285714285714
Schommer Karen B.,White,0,19,0.2835820895522388
Schommer Karen B.,White,1,48,0.7164179104477612
Schroeder Thomas P.,Non-white,0,47,0.27976190476190477
Schroeder Thomas P.,Non-white,1,121,0.7202380952380952
Schroeder Thomas P.,White,0,49,0.17192982456140352
Schroeder Thomas P.,White,1,236,0.8280701754385965
Schumacher Robert H.,White,1,1,1
Schurrer Gary R.,Non-white,0,68,0.32075471698113206
Schurrer Gary R.,Non-white,1,144,0.6792452830188679
Schurrer Gary R.,White,0,136,0.20148148148148148
Schurrer Gary R.,White,1,539,0.7985185185185185
Schwab Steven,Non-white,0,48,0.2823529411764706
Schwab Steven,Non-white,1,122,0.7176470588235294
Schwab Steven,White,0,75,0.19329896907216496
Schwab Steven,White,1,313,0.8067010309278351
Scoggin Paul R.,Non-white,0,79,0.3185483870967742
Scoggin Paul R.,Non-white,1,169,0.6814516129032258
Scoggin Paul R.,White,0,39,0.30952380952380953
Scoggin Paul R.,White,1,87,0.6904761904761905
Seibel Gerald J.,Non-white,0,32,0.3076923076923077
Seibel Gerald J.,Non-white,1,72,0.6923076923076923
Seibel Gerald J.,White,0,122,0.3152454780361757
Seibel Gerald J.,White,1,265,0.6847545219638242
Senyk Waldemar,White,1,1,1
Senyk Waldemar B.,Non-white,0,43,0.3233082706766917
Senyk Waldemar B.,Non-white,1,90,0.6766917293233082
Senyk Waldemar B.,White,0,143,0.2042857142857143
Senyk Waldemar B.,White,1,557,0.7957142857142857
Sheehy Kathleen D.,Non-white,0,8,0.27586206896551724
Sheehy Kathleen D.,Non-white,1,21,0.7241379310344828
Sheehy Kathleen D.,White,0,2,0.14285714285714285
Sheehy Kathleen D.,White,1,12,0.8571428571428571
Shumaker Gordon,White,1,1,1
Siebel Gerald,White,1,1,1
Siefken Kevin H.,Non-white,0,64,0.4383561643835616
Siefken Kevin H.,Non-white,1,82,0.5616438356164384
Siefken Kevin H.,White,0,60,0.24390243902439024
Siefken Kevin H.,White,1,186,0.7560975609756098
Siegesmund Kristin A.,Non-white,1,4,1
Simonett Martha M.,Non-white,0,57,0.168141592920354
Simonett Martha M.,Non-white,1,282,0.831858407079646
Simonett Martha M.,White,0,119,0.1811263318112633
Simonett Martha M.,White,1,538,0.8188736681887366
Sipkins Thomas M.,Non-white,0,2,0.6666666666666666
Sipkins Thomas M.,Non-white,1,1,0.3333333333333333
Sipkins Thomas M.,White,1,1,1
Slattengren Linn,Non-white,0,1,0.5
Slattengren Linn,Non-white,1,1,0.5
Slattengren Linn,White,0,13,0.20634920634920634
Slattengren Linn,White,1,50,0.7936507936507936
Slieter Randall J.,Non-white,0,47,0.23979591836734693
Slieter Randall J.,Non-white,1,149,0.7602040816326531
Slieter Randall J.,White,0,78,0.1780821917808219
Slieter Randall J.,White,1,360,0.821917808219178
Sloan Daniel,White,0,1,1
Small Robert M.,Non-white,0,305,0.43509272467902993
Small Robert M.,Non-white,1,396,0.5649072753209701
Small Robert M.,White,0,76,0.2638888888888889
Small Robert M.,White,1,212,0.7361111111111112
Smith Joanne M.,Non-white,0,235,0.30089628681177977
Smith Joanne M.,Non-white,1,546,0.6991037131882202
Smith Joanne M.,White,0,118,0.22138836772983114
Smith Joanne M.,White,1,415,0.7786116322701688
Smith John,Non-white,1,1,1
Smith John P.,Non-white,0,90,0.23684210526315788
Smith John P.,Non-white,1,290,0.7631578947368421
Smith John P.,White,0,65,0.21739130434782608
Smith John P.,White,1,234,0.782608695652174
Smith Kathryn N.,Non-white,0,50,0.2717391304347826
Smith Kathryn N.,Non-white,1,134,0.7282608695652174
Smith Kathryn N.,White,0,89,0.2870967741935484
Smith Kathryn N.,White,1,221,0.7129032258064516
Smith Norbert P.,Non-white,0,32,0.2644628099173554
Smith Norbert P.,Non-white,1,89,0.7355371900826446
Smith Norbert P.,White,0,66,0.22372881355932203
Smith Norbert P.,White,1,229,0.7762711864406779
Smith Stephen L.,Non-white,0,49,0.2552083333333333
Smith Stephen L.,Non-white,1,143,0.7447916666666666
Smith Stephen L.,White,0,20,0.18867924528301888
Smith Stephen L.,White,1,86,0.8113207547169812
Snyder Clement,Non-white,1,4,1
Snyder Clement,White,0,2,0.6666666666666666
Snyder Clement,White,1,1,0.3333333333333333
"Snyder, Jr. Clement H.",Non-white,1,1,1
"Snyder, Jr. Clement H.",White,1,5,1
Sokolowski Spencer,Non-white,0,2,0.2857142857142857
Sokolowski Spencer,Non-white,1,5,0.7142857142857143
Sokolowski Spencer,White,0,6,0.42857142857142855
Sokolowski Spencer,White,1,8,0.5714285714285714
Sokolowski Spencer J.,Non-white,0,3,0.3333333333333333
Sokolowski Spencer J.,Non-white,1,6,0.6666666666666666
Sokolowski Spencer J.,White,0,20,0.24390243902439024
Sokolowski Spencer J.,White,1,62,0.7560975609756098
Solien John R.,Non-white,0,47,0.41964285714285715
Solien John R.,Non-white,1,65,0.5803571428571429
Solien John R.,White,0,143,0.26481481481481484
Solien John R.,White,1,397,0.7351851851851852
Sommerville John J.,Non-white,0,351,0.2727272727272727
Sommerville John J.,Non-white,1,936,0.7272727272727273
Sommerville John J.,White,0,105,0.20958083832335328
Sommerville John J.,White,1,396,0.7904191616766467
Sovis Michael V.,Non-white,0,54,0.22131147540983606
Sovis Michael V.,Non-white,1,190,0.7786885245901639
Sovis Michael V.,White,0,79,0.17439293598233996
Sovis Michael V.,White,1,374,0.82560706401766
Spicer Richard G.,Non-white,0,86,0.23433242506811988
Spicer Richard G.,Non-white,1,281,0.7656675749318801
Spicer Richard G.,White,0,86,0.13129770992366413
Spicer Richard G.,White,1,569,0.8687022900763359
Spilseth Donald M.,Non-white,0,113,0.2950391644908616
Spilseth Donald M.,Non-white,1,270,0.7049608355091384
Spilseth Donald M.,White,0,105,0.24305555555555555
Spilseth Donald M.,White,1,327,0.7569444444444444
Stacey Rex,White,1,1,1
Stacey Rex D.,Non-white,0,134,0.22333333333333333
Stacey Rex D.,Non-white,1,466,0.7766666666666666
Stacey Rex D.,White,0,215,0.17437145174371452
Stacey Rex D.,White,1,1018,0.8256285482562855
Stafsholt Jon,Non-white,0,13,0.48148148148148145
Stafsholt Jon,Non-white,1,14,0.5185185185185185
Stafsholt Jon,White,0,56,0.22764227642276422
Stafsholt Jon,White,1,190,0.7723577235772358
Stanoch John M.,Non-white,0,15,0.39473684210526316
Stanoch John M.,Non-white,1,23,0.6052631578947368
Stanoch John M.,White,0,4,0.2857142857142857
Stanoch John M.,White,1,10,0.7142857142857143
